id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm1165179,Kongsi Raya,MOVIE,"Jack - a Chinese chef-manager who is in-line to take over his family`s restaurant and Sharifah, a TV programme producer for her celebrity chef father Rahim - are crazy in love. But both their fathers are against their relationship and it all escalates in intensity until the two families challenge each other in a televised cooking competition. Jack and Sharifah must find a solution before all of that gets out of hand.",2022,,102,"['family', 'comedy', 'romance']",['MY'],,tt16806990,6.9,88.0,4.593,7.0
tm1120937,Montford: The Chickasaw Rancher,MOVIE,A Chickasaw man survives great hardships and tragedy to establish a vast ranching empire along the famous cattle highway of the American West.,2021,,96,"['western', 'drama', 'history']",['US'],,tt6704894,6.6,878.0,4.587,6.0
ts321614,Blippi Wonders,SHOW,"Ever curious Blippi sets off on comedic and fun adventures in his BlippiMobile along with his faithful sidekicks TABBS & FETCH, who help him find the answers to a burning question of the day. This animated series allows us to take Blippi places he couldn't normally go in live-actions and appeal audiences around the world.",2021,TV-Y,5,"['animation', 'family']",['US'],1.0,tt19315934,4.3,42.0,4.45,1.583
tm1178972,A Cowgirl's Song,MOVIE,"An aspiring but adrift teen singer goes to live with her grandmother, once a country music legend, but has fallen on hard times after the death of her husband five years earlier. Together, they overcome adversity and find redemption through their love of music.",2022,PG,93,"['drama', 'music']",['US'],,tt14771622,5.3,357.0,4.438,3.9
tm1096880,Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,"To win the Sodor Cup, it'll take more than speed. Swift engines Kana and Thomas must use their smarts and work together to cross the finish line first.",2021,,60,"['animation', 'family']",['US'],,tt15337666,3.7,97.0,4.326,6.0
tm1147890,The Hand of God: Through the Eyes of Sorrentino,MOVIE,"Director Paolo Sorrentino returns to Naples, his hometown, and reflects on his youth in an exclusive tour of the locations of “The Hand of God”.",2021,,8,['documentation'],['IT'],,tt10666438,7.0,12.0,4.277,6.357
tm1264640,Urvasivo Rakshasivo,MOVIE,"Sree Kumar, a middle-class IT employee with a conservative upbringing, is deeply in love with Sindhu Jha, his colleague at work with a broad-minded approach towards life. When Sree's parents want to see him married and actively seek a bride, he pursues Sindhu to marry, she has her eyes set on achieving her dream and prefers a live-in. Will they ever reach a common ground in this conflict of ideologies?",2022,,144,"['romance', 'comedy', 'drama']",['IN'],,tt22410680,5.8,616.0,4.263,6.5
tm88343,Perazhagan,MOVIE,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.,2021,,148,"['thriller', 'comedy', 'drama', 'romance']",['IN'],,tt0422934,6.4,1583.0,4.192,6.167
tm1264781,Possessed,MOVIE,"Zamri, an ustaz with an existential crisis, has a more urgent matter on his hands when the 27 students he is in charge of one night start turning into zombies.",2022,PG-13,94,"['action', 'horror', 'thriller']",['MY'],,tt22400006,4.4,134.0,4.154,4.6
tm1276590,Mighty Express: Mighty Trains Race,MOVIE,Trouble on the tracks! Freight Nate gets tricked into participating in a high-speed race — with all the Mighty Express cargo cars at stake!,2022,G,26,"['family', 'animation', 'action']",['CA'],,tt23546638,7.0,26.0,4.125,2.0
tm1102410,A StoryBots Space Adventure,MOVIE,Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space.,2021,,12,"['animation', 'family']",[],,tt15166478,,,4.007,2.0
tm1261146,Kev Adams: The Real Me,MOVIE,"At age 30, French comic Kev Adams gets up close and personal about how life has changed since his big break 12 years ago — and not always for the best.",2022,,60,"['comedy', 'documentation']",['FR'],,tt22169328,5.3,46.0,3.961,5.8
tm1235964,Ranga Ranga Vaibhavanga,MOVIE,Two childhood sweethearts love to hate each other due to their egos. What happens when they reconcile but their families begin warring each other instead?,2022,,122,"['romance', 'comedy', 'drama']",['IN'],,tt15509564,5.3,845.0,3.907,4.4
tm1246734,Tim Dillon: A Real Hero,MOVIE,"Tim Dillon rants about fast food, living in Texas, Disney adults and the reason no one should be called a hero.",2022,PG-13,48,['comedy'],['US'],,tt21431084,6.2,651.0,3.881,7.5
tm877456,9to5: The Story of A Movement,MOVIE,"A campaign against the abuse of female workers by their male bosses, which starts in early 1970s Cleveland, leads to a popular fiction film with Fonda, Parton and Tomlin.",2021,,89,"['documentation', 'history']",['US'],,tt11753730,7.4,266.0,3.742,6.8
tm945283,Hand Rolled Cigarette,MOVIE,"A retired British Chinese soldier, a young South Asian man, an encounter at Chungking Mansions. Coincidentally, they both offended the same gang boss. What has given them a new lease of life and how do they rediscover themselves through each other's company.",2021,,101,"['drama', 'thriller']",['HK'],,,,,3.664,5.5
tm965758,Brother in Love 2,MOVIE,"On the eve of his wedding, a young man must deal with the trouble caused by an unexpected guest — his bride's former brother-in-law.",2021,,118,['comedy'],['TR'],,tt12738164,6.5,3155.0,3.623,6.5
ts365636,Siempre reinas,SHOW,"This series follows the lives of Mexican show biz icons Lucía Méndez, Sylvia Pasquel, Laura Zapata and Lorena Herrera as they form a unique friendship.",2022,TV-MA,55,['reality'],['MX'],1.0,tt21990768,6.8,84.0,3.557,5.4
ts373672,Brown and Friends,SHOW,"In a cozy little neighborhood coffee shop, a group of fun-loving friends get together — and get up to all kinds of adventures.",2022,TV-Y7,13,"['family', 'animation', 'comedy']",['US'],1.0,tt23897214,8.4,62.0,3.522,7.2
tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,"Ajo Kawir is a fighter who fears nothing, not even death. His raging urge to fight is driven by a secret: his impotence. When he crosses paths with a tough female fighter named Iteung, Ajo gets beaten black and blue, but he also falls head over heels in love. Will Ajo’s path lead him to a happy life with Iteung, and, eventually, his own peace of mind?",2021,,114,"['drama', 'romance', 'action', 'comedy']",['ID'],,tt13387422,6.9,793.0,3.511,6.8
tm876997,Most Eligible Bachelor,MOVIE,"Akhil and Pooja have a love story with a touch of comedy, where they confront their ideas of married life.",2021,,170,"['drama', 'romance']",['IN'],,tt11725680,6.2,3516.0,5.611,5.9
tm988613,Madam Chief Minister,MOVIE,A political-drama where a young woman from a small village rises to power into the world of politics by breaking barriers of caste and patriarchy and overcomes the obstacles placed by her opponents to become the chief minister and work for the upliftment of backward classes.,2021,,123,['drama'],['IN'],,tt13773882,4.8,1835.0,3.432,5.778
tm823350,Luccas Neto in: Summer Camp,MOVIE,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,2021,G,110,"['comedy', 'action', 'family', 'music']",['BR'],,tt13766476,3.1,62.0,3.42,8.05
tm1285863,Mathieu Dufour at Bell Centre,MOVIE,"In a freewheeling stand-up performance for a packed Montreal arena, the comedian shares stories about paintball mishaps, McDonald’s misdeeds and more.",2022,,63,['comedy'],['CA'],,tt23987362,2.9,47.0,3.418,6.0
tm994923,"Our Lady of San Juan, Four Centuries of Miracles",MOVIE,"In this dramatization, the Virgin Mary works a miracle on a girl in 1623 Mexico. Four centuries later, a family make a pilgrimage for their own child.",2021,,122,"['drama', 'history']",['MX'],,tt10038660,6.3,88.0,3.365,6.6
ts361179,Justice Served,SHOW,A band of freedom fighters invade the trial of a white police officer who shot a Black man — and a hostage situation unfolds on screens nationwide.,2022,TV-MA,42,"['action', 'crime', 'drama', 'thriller']",['ZA'],1.0,tt21195532,5.0,548.0,3.323,6.783
tm1073555,Thimmarusu: Assignment Vali,MOVIE,"After a cab driver is found dead, a young pub employee is framed for the murder and is sent to jail for 8 years. When he comes out on parole, a young lawyer takes up the case to prove his innocence.",2021,,127,"['thriller', 'crime', 'drama']",['IN'],,tt13310936,7.2,1639.0,3.315,7.7
tm993790,40-Love,MOVIE,"Beek, a 22 year-old statistics wiz, believes his Moneyball-esque skills can help rising tennis star Lois Kuzenkova win the U.S. Open.",2021,R,98,['comedy'],"['MX', 'US']",,,,,3.297,2.3
tm1080229,Django & Django: Sergio Corbucci Unchained,MOVIE,"An homage to Italian director Sergio Corbucci of the 1960s and contemporary director Quentin Tarantino, recounting a memorable period in Italian cinema with the sensibility of today.",2022,,77,['documentation'],['IT'],,tt15119170,6.9,1359.0,3.278,6.976
tm1114350,Story of Dinda: Second Chance of Happiness,MOVIE,"Dinda just wants to be happy, but often reality does not match expectations. But now he meets someone who makes him realize: good love is not always full of wounds. A sense of calm that is not restrained, maturity that is not excessive and still gives freedom to every childish nature.",2021,,59,"['drama', 'romance']",['ID'],,tt14807282,5.8,72.0,3.208,4.0
ts360974,Strawberry Shortcake: Berry in the Big City,SHOW,Aspiring baker Strawberry Shortcake arrives in Big Apple City to get her big break — and have flan-tastic adventures with her new berry besties!,2021,TV-Y,8,"['animation', 'family']",['CA'],1.0,tt7996132,7.0,101.0,3.162,6.333
tm1213009,Dear Friend,MOVIE,Four close friends who live together in Bangalore. The friendship filled with fun and humor which quickly changes into a gripping mystery that keeps the spectators on the edge of their seats and leaves them with mixed feelings.,2022,,118,"['comedy', 'drama']",['IN'],,tt15373558,5.9,1020.0,3.151,5.4
tm1174919,Mike Epps: Indiana Mike,MOVIE,"Filmed at the Walker Theatre in his hometown of Indianapolis, with an audience that includes the Mayor, the Indiana Pacers, and his criminal lawyer since 1992, Mike Epps returns for his third hour-long Netflix comedy special. Epps exclaims what he loves about Indiana, his parents’ legacy and much more.",2022,,58,"['comedy', 'documentation']",['US'],,tt18314226,4.4,275.0,3.14,2.7
ts318105,Who Likes My Follower?,SHOW,"Three successful influencers each coach a follower as they narrow down a field of dating prospects, hoping to trade digital likes for real-life love.",2022,TV-MA,47,"['reality', 'romance']",['ES'],1.0,tt15781290,5.1,66.0,3.109,6.0
ts286386,The Big Day,SHOW,"For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry.",2021,TV-MA,43,"['reality', 'romance']",['US'],2.0,tt13887518,4.7,359.0,3.109,5.2
tm1245920,Shabaash Mithu,MOVIE,"From child prodigy to trailblazing captain, Indian women's cricket icon Mithali Raj navigates highs and lows of professional career. A story of a young girl's determination and stance against discrimination, about her spirit, passion, courage, and her dreams.",2022,,156,"['history', 'drama', 'action', 'sport']",['IN'],,tt6265050,5.5,8007.0,3.094,6.2
tm1040816,Momshies! Your Soul is Mine,MOVIE,"Three women with totally different lives accidentally get their souls switched as they struggle with the comedic misadventures of their new worlds, they realize that their own lives and families are worth loving and living for. Jolene, a famous person who always has fans in public, Mylene - an overprotected lady who always gets pleasure and love and Karlene - a rich famous social media influencer all switch bodies but their lives did not just change, but their souls switched that leaves them with no choice but to stick together to live the peculiar lives of each other. Karlene then has to convince a group of investors to invest in her near-bankrupt hotel, but no one believes her because she is trapped in Mylene’s body. In the process of all of their imaginative scenarios, they drew closer to each other into becoming the soul sisters they are destined to be.",2021,,108,['comedy'],['PH'],,tt14412240,5.4,43.0,3.073,4.0
tm1047429,Alan Saldaña: Locked Up,MOVIE,"Mexican comedian Alan Saldaña is back, poking gentle fun at himself and parceling advice, especially about how to stay married and how to be parents.",2021,,49,['comedy'],[],,,,,3.063,6.0
tm1185813,The Man of God,MOVIE,Samuel forsakes his harsh religious upbringing to live his own life — but his soul remains caught between the world and the faith he left behind.,2022,,111,['drama'],['NG'],,tt14990030,3.9,176.0,3.052,5.882
ts288544,Creator's File: GOLD,SHOW,"Comedian Ryuji Akiyama satirizes top ""creators"" in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars.",2021,,25,"['drama', 'comedy']",['JP'],1.0,tt14611486,6.8,23.0,3.033,6.333
tm1120212,El Gareema,MOVIE,"Adel (Ahmed Ezz) is a middle-aged man, raised by his strict grandfather who he was deeply inspired by. Set in the 1970's, he met his first love, Nadia, (Menna Shalaby) who later became his wife and the mother of his son. After this, a chain of events lead to Adel committing many crimes, which are investigated by Amgad Al Husseiny (Maged el kedwany) and later in the movie, a series of surprises are revealed.",2022,,126,"['drama', 'crime']",['EG'],,,,,3.023,6.0
tm1237967,Oru Thekkan Thallu Case,MOVIE,"We lead our lives in ways where we do not think much before doing something, which may or may not have a huge impact on other people. How our small actions can create big ripples in someone else`s life is the idea on which the film is based.",2022,,150,"['thriller', 'action', 'comedy', 'drama']",['IN'],,tt15043686,6.5,1255.0,3.017,5.8
tm1137196,Route 10,MOVIE,"Maryam and Nasser are set to travel from Riyadh to attend their father’s wedding in Abu Dhabi, until the flight is cancelled. Undaunted, they decide to make the journey by car instead. Their time together will mend a relationship that has frayed since their mother’s death as they share their feelings about their overbearing father––but, they underestimate the many hazards of the desert road, including an angry stranger whose terrifying pursuit has the brother and sister driving for their lives.",2022,,82,"['thriller', 'action', 'drama']","['SA', 'AE']",,tt18500680,4.9,552.0,2.974,3.8
tm1195561,Kuttavum Shikshayum,MOVIE,A five-member Kerala Police have to use their best policing skills when they go to Rajasthan to nab a gang behind a jewellery shop theft.,2022,,136,"['drama', 'crime', 'thriller', 'action']",['IN'],,tt12147800,6.3,1027.0,2.957,6.6
tm825955,Nikamma,MOVIE,A lazy slacker struggles to get along with his diligent sister-in-law - until they must step up and fight together against a common enemy.,2022,PG-13,152,"['action', 'comedy', 'drama']",['IN'],,tt10687220,2.6,1644.0,2.942,3.8
tm1256885,Doll House,MOVIE,"A man takes on the job of caring for a little girl, the daughter he left behind years ago.",2022,,107,['drama'],['PH'],,tt22038236,6.3,419.0,2.941,6.0
tm1163194,LEGO Friends: Holiday Special,MOVIE,"The holidays are coming to Heartlake City, and the LEGO Friends are full of holiday cheer. But can the group stick together after Andrea ditches Mia's holiday shopping plans?",2021,,21,['animation'],['US'],,tt17013954,5.4,21.0,2.939,4.8
tm1280700,Varalaru Mukkiyam,MOVIE,"Karthik is an aspiring YouTuber, who wants to be famous and his friend Adaikalam aspires to be a politician. Karthik falls in love with Yamuna, his new Malayali neighbour but Jamuna, sister of his love interest falls in love with Karthik.",2022,,155,['comedy'],['IN'],,,,,2.933,4.5
tm1043651,Strain,MOVIE,"When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love.",2021,,107,['drama'],['NG'],,tt13409790,5.7,28.0,2.912,6.0
ts352973,Iron Chef Brazil,SHOW,Rising culinary talents battle Brazil’s best chefs to be named Iron Legend in this exhilarating competition hosted by Fernanda Souza and Andressa Cabral.,2022,TV-G,49,['reality'],['BR'],1.0,tt19113328,7.3,95.0,2.846,5.5
tm1097142,Arousty,MOVIE,"The story follows a young man and woman who go through various situations in their journey to find the right partner, which raises questions about traditional marriage and marriage based on love.",2021,,93,"['romance', 'comedy', 'drama']",['EG'],,tt14216488,5.0,418.0,2.836,5.0
tm1027177,Sarbath,MOVIE,"Arivu travels to attend his brother's wedding, only to discover that it has been cancelled. However, trouble ensues when he falls for a woman who turns out to the one who was engaged to his brother.",2021,,112,"['comedy', 'drama']",['IN'],,tt11143434,5.7,282.0,2.79,5.0
tm1120636,Johnny Test's Ultimate Meatloaf Quest,MOVIE,"Join Johnny and Dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating Dad's gross ""garbage loaf"" for dinner.",2021,G,20,"['animation', 'family']",['US'],,tt15717738,6.8,38.0,2.779,2.8
tm1276129,DSP,MOVIE,"A flower seller's son ends up in a tussle with a ruthless rowdy in Dindigul, forcing him to become a policeman and fight the odds.",2022,,144,"['drama', 'action']",['IN'],,tt23557940,3.4,857.0,2.724,4.5
tm1277163,Naai Sekar Returns,MOVIE,"Naai Sekar, who decides to make money by kidnapping dogs, learns about his pet dog which was taken away from their family during his childhood. Can he rescue his dog, which is considered as a lucky charm?",2022,,144,['comedy'],['IN'],,tt15326968,4.2,592.0,2.659,6.0
ts285471,The Wedding Coach,SHOW,Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,2021,TV-MA,33,"['comedy', 'reality']",['US'],1.0,tt14210424,5.0,96.0,2.626,6.3
tm1046969,Myriam Fares: The Journey,MOVIE,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown.",2021,,72,"['documentation', 'music']",['LB'],,tt14773250,2.2,193.0,2.597,6.0
ts307816,Korean Cold Noodle Rhapsody,SHOW,"Refreshing and flavorful, naengmyeon is Korea’s coolest summertime staple. A journey through its history begins, from how it’s cooked to how it’s loved.",2021,TV-PG,49,['documentation'],['KR'],1.0,tt15772846,7.5,35.0,2.586,4.7
tm1229007,Paul Virzi: Nocturnal Admissions,MOVIE,"Comedian Paul Virzi takes the stage to spill on awkward drugstore runs, his obsession with crime shows and why his wife sabotaged his fitness goals.",2022,,65,['comedy'],['US'],,tt21049116,6.8,242.0,2.579,5.8
tm1159947,Mo Gilligan: There's Mo to Life,MOVIE,"Mo Gilligan breaks down his days as a broke teenager, working in retail, relationship dynamics, annoying talk show producers and more in this special.",2022,,65,['comedy'],['GB'],,tt17162494,6.0,312.0,2.557,6.2
tm1293742,Sam Morril: Same Time Tomorrow,MOVIE,Sam Morril delivers his trademark dry and dark punchlines in a stand-up set ranging from problematic fairy tales to biting social commentary.,2022,,44,['comedy'],['US'],,tt21836654,7.3,773.0,2.554,6.8
tm1237305,Ricardo Quevedo: Tomorrow Will Be Worse,MOVIE,"From road rage to couples fighting during the pandemic, comic Ricardo Quevedo examines the absurdity of the situations that try our patience.",2022,,60,['comedy'],['CO'],,tt21325754,5.7,77.0,2.55,7.3
tm1247054,Dongalunnaru Jagratha,MOVIE,"Raju a small time thief breaks into a customized car. As an unexpected scenario, the doors do not open and the control panel does not respond and will be trapped in it. He is in a bind as a series of unanticipated twists and turns change his life forever.",2022,,96,['thriller'],['IN'],,tt15360418,5.2,239.0,2.528,2.0
ts298791,Endless Night,SHOW,"A group of teens must confront their deepest fears to save one another from a creature hunting them in their sleep, after trying an experimental dreaming drug.",2022,TV-14,32,"['drama', 'fantasy', 'thriller']",['BE'],1.0,tt14852376,5.5,182.0,2.507,6.0
tm1022280,Maha Samudram,MOVIE,Two men in Vizag are steadfast friends since years but what happens when one of them is forced out of the city and the other takes the responsibility of his mistakes.,2021,,152,"['action', 'drama', 'romance']",['IN'],,tt13131798,5.0,1036.0,2.505,4.8
tm1141346,StarBeam: Beaming in the New Year,MOVIE,Summersette's biggest baddies join forces on New Year’s Eve to battle Zoey and the Beam Team. But cool cousin Zara powers up to help save the day!,2021,,47,"['animation', 'scifi', 'family']","['JP', 'CA']",,tt16112918,5.1,42.0,2.478,7.333
tm1275931,Kalaga Thalaivan,MOVIE,A corporate behemoth hires a ruthless hit man to find out the identity of a whistleblower in the organization. Who wins in the end - the hunter or the hunted?,2022,,142,['thriller'],['IN'],,,,,2.446,6.0
tm1146635,Daiki Tsuneta: Tokyo Chaotic,MOVIE,"This documentary follows King Gnu frontman Daiki Tsuneta as he works with his musical collective millennium parade on their genre melding track ""2992"".",2021,,89,"['documentation', 'music']",['JP'],,tt16781874,7.7,32.0,2.438,6.0
tm1173363,Blippi The Musical,MOVIE,The energetic and fun Blippi brings all his previous adventures and lessons on stage that'll make everyone sing and dance along.,2022,G,60,"['music', 'action', 'family']",['US'],,tt20012146,4.3,11.0,2.436,2.0
tm1111518,Farq Khebra,MOVIE,"Nagy, a quiet dreamer, embarks on a surprising journey discovering life, love, and human relationships when an unplanned encounter with Salma prompts him to go on an adventure and escape from his family problems.",2021,,96,"['romance', 'comedy', 'drama']",['EG'],,tt17275958,5.6,324.0,2.355,5.7
tm1110241,Kaaval,MOVIE,"Thampan and Antony are a long time best friends and business partners who owned a saw mill at Kattappana in the past. A family tragedy and its falling-out separates them for good. But now Antony and his family faces a grievous situation, and he is forced to ask his old friend for a help out. The timeline of the story spans over two generations",2021,,148,"['action', 'thriller', 'drama']",['IN'],,tt11182984,5.2,1555.0,2.316,4.4
ts347982,Matt Wright's Wild Territory,SHOW,"Australia’s wild and rugged Northern Territory is home to more than 150,000 crocodiles and one man is on a quest to protect them all. Wild Territory takes you inside the mission as legendary croc wrangler Matt Wright catches and relocates the biggest crocodiles on Earth to keep people and crocs safe.",2022,TV-MA,32,"['reality', 'documentation']",['AU'],1.0,tt22085974,8.0,48.0,2.298,7.0
tm1089595,Ayinla,MOVIE,"Ayinla is a musical eponymous film based on the life of Ayinla Yusuf popularly known as Ayinla Omowura, an Apala musician who was stabbed to death by his manager named Bayewu in a bar fight on May 6, 1980 at Abeokuta.",2021,,119,['drama'],['NG'],,tt15150424,8.1,40.0,2.278,
tm1188818,Operation Romeo,MOVIE,Aditya Sharma and Neha Kasliwal are in a relationship which finds itself challenged one night when they’re out on a date and get harassed in the dead of the night by two men posing as policemen. Will the night change the course of their relationship?,2022,,135,"['drama', 'thriller']",['IN'],,tt18923048,6.3,1119.0,2.266,6.2
tm878575,The Heartbreak Club,MOVIE,"Coping with heartbreak, the shy owner of floundering cafe find solace in the Javanese love songs of Didi Kempot.",2021,,101,"['romance', 'comedy', 'drama']",['ID'],,tt11841144,6.3,210.0,2.244,8.0
tm1027297,Time,MOVIE,"Once famous for his quick blade, a retired assassin can no longer earn a living with his cut-throat skills. Summoned again, he partners with his chauffeur to carry out special missions – fullfilling the wishes of old people looking to kill themselves. When commissioned by a young girl who has been deserted by her parents and lover, the “Elderly’s Angel” squad finds an arresting way to complete its task.",2021,,100,"['drama', 'comedy']",['HK'],,,,,2.229,6.8
tm1183575,Celeb Five: Behind the Curtain,MOVIE,Jokes and improv take center stage as comedian girl group Celeb Five brainstorms material for a comedy special in this behind-the-scenes mockumentary.,2022,,55,"['comedy', 'documentation']",['KR'],,tt18570468,4.9,33.0,2.227,4.7
tm1138814,Ritsa: Three Colors of Love,MOVIE,Haddad the Egyptian captain returns home after a journey of exile for more than fifty years to search for the remnants of adolescence and face many dramatic lines and people who are different in character in an exciting intertwining of human relations between all,2021,,90,"['romance', 'drama']",['EG'],,tt13066142,5.5,183.0,2.213,10.0
ts287687,Lava Ka Dhaava,SHOW,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.,2021,,30,['reality'],['IO'],1.0,tt14492912,6.5,45.0,2.208,2.0
tm1257319,DEAW #13 Udom Taephanich Stand Up Comedy Show,MOVIE,"Thai stand-up comedian Udom Taephanich returns to center stage, bemoaning everything from prostate exams to funerals — all with his signature wit.",2022,,173,['comedy'],['TH'],,,,,2.171,5.5
tm1127485,Love at First Stream,MOVIE,"It revolves around the story of four people a streamer, a student, a breadwinner, and a heartthrob who will explore love and friendships online to escape their realities offline.",2021,,110,"['comedy', 'romance']",['PH'],,,,,2.154,8.0
tm1179587,Krishna Vrinda Vihari,MOVIE,Krishna falls for Vrinda and tells a white lie at home to ensure they’re married. But what happens when it leads to unnecessary misunderstandings?,2022,,139,"['romance', 'comedy', 'drama']",['IN'],,tt19893706,5.8,2285.0,2.126,5.8
tm1179954,Maaly Mama,MOVIE,"The story follows a mother's relationship with her children in light of holding an important position, which leads her facing a lot of situations with her family.",2022,,107,"['comedy', 'drama']",['SA'],,,,,2.118,
tm1272030,Mense van die Wind,MOVIE,"After the devastating death of his girlfriend, singer-songwriter, Louw, flees the city and retreats to the tranquility of his family's farm, to make sense of his loss. He rekindles his friendship with an ex-girlfriend and befriends an abused and troubled teenager. By taking the teenager under his wing, Louw finds new focus and the strength to carry on.",2022,,101,['drama'],['ZA'],,tt21371224,6.6,29.0,2.098,
tm1231140,"Senior Playboy, Junior Papa",MOVIE,"Quan, a gardener with an outstanding talent for ""killing girls"", suddenly one day had to shoulder the ""falling debt"" from his ex-girlfriend. With the help of Tam Manh's ""three effective seven parts, seven troubles"", Quan gradually lost all hope of finding the baby's mother and gradually became the perfect father in Baby Rabbit's eyes. The colorful lives and laughter of father and son are put to great test when the mother that Baby Rabbit has been waiting for day and night finally appears...",2022,,88,['comedy'],[],,,,,2.097,4.5
tm1023438,Trapped,MOVIE,"Trapped revolves around a number of women from different walks of life whose destinies are tied together; being all under one siege. As the events unfold, their own personal stories reflect on a far bigger siege that depicts the shackles imposed by a patriarchal society.",2021,,77,['drama'],['EG'],,tt7153564,5.3,54.0,2.089,
tm1040832,Mommy Issues,MOVIE,"“Mommy Issues” revolves around Ella (Pokwang), a hardworking single mother who has devoted her life for her only daughter Katya (Sue). Her zealousness to protect her daughter leads to conflict but thanks to grandmother Fenny (Gloria Diaz), they blow over because of the quirky and fun ways she helps bridge the gap between her loved ones.",2021,,89,['comedy'],['PH'],,tt14880428,5.4,46.0,2.077,1.0
tm1199325,Missing Home,MOVIE,A married couple stages their divorce in order to encourage their estranged adult children to return to their hometown.,2022,,114,"['drama', 'comedy']",['ID'],,tt16266336,8.0,1649.0,2.04,8.0
tm1042782,Attention Please,MOVIE,An unapologetic and daring writer tells his stories to his roommates and it takes interesting turns.,2022,,114,"['drama', 'thriller']",['IN'],,tt13423468,6.9,1521.0,2.032,6.9
ts308053,Jailbirds New Orleans,SHOW,"Feuds, flirtations and toilet talk go down among the incarcerated women at the Orleans Justice Center in New Orleans on this gritty reality series.",2021,TV-MA,41,"['documentation', 'reality']",['US'],1.0,tt15320436,6.6,261.0,2.031,6.1
tm1039571,The Upshaws - The Afterparty,MOVIE,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game.",2021,R,32,[],['US'],,,,,2.011,7.3
ts287143,Seen,SHOW,"In this docuseries, journalist Ahmed Al-Shugairi highlights recent developments in Saudi Arabia's different sectors, from fish farming to tourism",2021,TV-14,23,['drama'],['SA'],2.0,,,,2.008,7.3
tm1089593,Breaded Life,MOVIE,"An irresponsible young man in conflict with his mother wakes up one day and to his surprise, no-one he knows can recognize him, except for a local bread hawker.",2021,,120,"['drama', 'fantasy', 'comedy']",['NG'],,tt15150454,8.0,104.0,1.963,7.3
tm1277182,Pattathu Arasan,MOVIE,"Poththaari is a previous kabaddi player. He has two spouses. The family lives respectively joyfully. Despite the fact that one has numerous beneficiaries with one of his spouses and only one with the other, the properties ought to be parted similarly according to the law.",2022,,137,['action'],['IN'],,,,,1.96,7.0
tm1148327,Atithi Devobhava,MOVIE,"Abhay, a software employee, has mono-phobia since his childhood, falls in love with Vaishali. He also fears to tell her about his phobia as she may not understand him. A night where he has to spend alone leads to many problems.",2022,,126,"['drama', 'romance']",['IN'],,,,,1.96,8.5
tm1045018,Clash,MOVIE,A man from Nigeria returns to his family in Canada and discovers that Western culture has changed his children in ways that he does not approve.,2021,,88,"['family', 'drama']",['CA'],,tt14620732,6.3,40.0,1.93,
tm1213224,Broken Wings,MOVIE,"In 2018, the headquarters of the Mobile Brigade Command Headquarters in Kelapa Dua, Depok was attacked by terrorists who tried to break into the detention center and killed 5 members of Densus 88.",2022,,110,"['drama', 'thriller', 'action', 'romance', 'war']",['ID'],,tt18938680,5.6,1515.0,1.924,7.0
tm1142245,Kadaseela Biriyani,MOVIE,A studious teen who wants a simple life is conned by his violent older brothers into joining their grandiose plan to avenge their murdered father.,2021,,115,"['drama', 'comedy', 'crime']",['IN'],,tt11441458,7.4,1438.0,1.919,7.7
tm1183420,Hadath Fe 2 Talaat Harb,MOVIE,"Four stories take place in a furnished apartment that we follow through the doorman and his family who live on top of the building in a miserable room. In the first story, a doctor tries to treat a figure with a political position. In the second story, Hassan meets in the 1970s with his old friend Nadim, who comes from Lebanon during its Civil War. The third story takes place at the beginning of the new millennium and the takeover of businessmen. As for the fourth story, it takes place before January 2011 when Sami returns under pressure from his family to sell the apartment and the whole building.",2022,,115,['drama'],['EG'],,tt22393194,5.5,6.0,1.912,10.0
ts285874,Magic for Humans Spain,SHOW,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder.",2021,TV-MA,23,"['reality', 'comedy']",['ES'],1.0,tt14136320,6.0,86.0,1.896,3.8
